Product_ID,Product_Name,Category,Brand,Price,Rating,Description,Seller,City,State,Stock_Quantity,Discount_Percentage
P07762,Xiaomi Mobile Model 8862,Mobiles,Xiaomi,111661,3,Xiaomi mobiles product with premium features.,Seller_259,Delhi,Tamil Nadu,313,57
P07763,Acer Laptop Model 7457,Laptops,Acer,9009,3.3,Acer laptops product with premium features.,Seller_130,Chennai,Telangana,158,41
P07764,HP Laptop Model 920,Laptops,HP,123615,3.8,HP laptops product with premium features.,Seller_300,Pune,Telangana,15,1
P07765,Noise Electronic Model 766,Electronics,Noise,144254,4.1,Noise electronics product with premium features.,Seller_239,Hyderabad,Karnataka,116,41
P07766,Samsung Home Appliance Model 4650,Home Appliances,Samsung,95712,4.9,Samsung home appliances product with premium features.,Seller_478,Ahmedabad,Maharashtra,208,14
P07767,Wrogn Clothin Model 3486,Clothing,Wrogn,64756,3.8,Wrogn clothing product with premium features.,Seller_209,Mumbai,Maharashtra,384,10
P07768,Dell Laptop Model 3590,Laptops,Dell,18528,3.4,Dell laptops product with premium features.,Seller_12,Bengaluru,Telangana,254,20
P07769,Puma Footwea Model 7328,Footwear,Puma,60270,5,Puma footwear product with premium features.,Seller_21,Mumbai,Telangana,304,5
P07770,Lenovo Laptop Model 569,Laptops,Lenovo,54630,4.4,Lenovo laptops product with premium features.,Seller_140,Delhi,Maharashtra,204,18
P07771,Whirlpool Home Appliance Model 8738,Home Appliances,Whirlpool,2617,3.5,Whirlpool home appliances product with premium features.,Seller_150,Chennai,Gujarat,498,12
P07772,Boat Electronic Model 7158,Electronics,Boat,138029,4.4,Boat electronics product with premium features.,Seller_377,Bengaluru,Tamil Nadu,81,9
P07773,Realme Mobile Model 4136,Mobiles,Realme,99250,4,Realme mobiles product with premium features.,Seller_178,Ahmedabad,Delhi,99,33
P07774,Bata Footwea Model 8004,Footwear,Bata,112624,4.9,Bata footwear product with premium features.,Seller_205,Delhi,Tamil Nadu,106,6
P07775,Vivo Mobile Model 8099,Mobiles,Vivo,55026,3.9,Vivo mobiles product with premium features.,Seller_123,Ahmedabad,Gujarat,252,37
P07776,Puma Footwea Model 3904,Footwear,Puma,133356,4.3,Puma footwear product with premium features.,Seller_9,Delhi,Karnataka,344,57
P07777,Realme Mobile Model 4452,Mobiles,Realme,88657,4.6,Realme mobiles product with premium features.,Seller_130,Delhi,Tamil Nadu,125,47
P07778,Noise Electronic Model 4261,Electronics,Noise,45375,3.2,Noise electronics product with premium features.,Seller_298,Hyderabad,Delhi,438,69
P07779,Realme Mobile Model 4712,Mobiles,Realme,119638,4.7,Realme mobiles product with premium features.,Seller_303,Hyderabad,West Bengal,261,65
P07780,HP Laptop Model 2065,Laptops,HP,136885,4.5,HP laptops product with premium features.,Seller_218,Pune,Tamil Nadu,14,59
P07781,Levis Clothin Model 9496,Clothing,Levis,60418,4.3,Levis clothing product with premium features.,Seller_373,Chennai,Gujarat,192,57
P07782,Nike Footwea Model 572,Footwear,Nike,66389,3.4,Nike footwear product with premium features.,Seller_21,Bengaluru,Tamil Nadu,210,42
P07783,Roadster Clothin Model 9681,Clothing,Roadster,78892,4.3,Roadster clothing product with premium features.,Seller_350,Bengaluru,Gujarat,391,65
P07784,Boat Electronic Model 6115,Electronics,Boat,57209,4.9,Boat electronics product with premium features.,Seller_211,Bengaluru,Karnataka,227,10
P07785,Noise Electronic Model 8216,Electronics,Noise,132104,3.1,Noise electronics product with premium features.,Seller_400,Ahmedabad,West Bengal,340,70
P07786,Realme Mobile Model 5179,Mobiles,Realme,65932,3.7,Realme mobiles product with premium features.,Seller_68,Delhi,Karnataka,263,23
P07787,Roadster Clothin Model 1862,Clothing,Roadster,75535,4.1,Roadster clothing product with premium features.,Seller_286,Ahmedabad,Karnataka,167,22
P07788,Vivo Mobile Model 8401,Mobiles,Vivo,53368,3.2,Vivo mobiles product with premium features.,Seller_365,Pune,Karnataka,266,61
P07789,Bata Footwea Model 9953,Footwear,Bata,67665,4.6,Bata footwear product with premium features.,Seller_34,Hyderabad,Gujarat,42,49
P07790,Wrogn Clothin Model 1124,Clothing,Wrogn,68482,3.2,Wrogn clothing product with premium features.,Seller_256,Ahmedabad,Gujarat,159,15
P07791,Realme Mobile Model 6672,Mobiles,Realme,108138,3.4,Realme mobiles product with premium features.,Seller_67,Kolkata,Delhi,432,35
P07792,Adidas Footwea Model 622,Footwear,Adidas,47546,4.9,Adidas footwear product with premium features.,Seller_175,Ahmedabad,Tamil Nadu,377,53
P07793,Levis Clothin Model 5592,Clothing,Levis,126272,4.1,Levis clothing product with premium features.,Seller_215,Kolkata,Telangana,461,27
P07794,Nike Footwea Model 3686,Footwear,Nike,38364,4.7,Nike footwear product with premium features.,Seller_57,Delhi,Karnataka,164,54
P07795,Realme Mobile Model 4601,Mobiles,Realme,126781,4.2,Realme mobiles product with premium features.,Seller_490,Hyderabad,Karnataka,352,12
P07796,Whirlpool Home Appliance Model 1186,Home Appliances,Whirlpool,108060,4,Whirlpool home appliances product with premium features.,Seller_354,Delhi,Telangana,379,53
P07797,Acer Laptop Model 9743,Laptops,Acer,15567,4,Acer laptops product with premium features.,Seller_469,Bengaluru,Telangana,56,3
P07798,Roadster Clothin Model 6961,Clothing,Roadster,3250,4.9,Roadster clothing product with premium features.,Seller_102,Bengaluru,West Bengal,310,65
P07799,Realme Mobile Model 7402,Mobiles,Realme,64655,3.3,Realme mobiles product with premium features.,Seller_252,Delhi,Delhi,139,24
P07800,Noise Electronic Model 5271,Electronics,Noise,141951,4.5,Noise electronics product with premium features.,Seller_368,Mumbai,Maharashtra,218,17
P07801,Roadster Clothin Model 6498,Clothing,Roadster,117274,4.9,Roadster clothing product with premium features.,Seller_258,Chennai,Maharashtra,60,34
P07802,Noise Electronic Model 7334,Electronics,Noise,122381,4.7,Noise electronics product with premium features.,Seller_197,Bengaluru,Maharashtra,352,40
P07803,Samsung Home Appliance Model 8678,Home Appliances,Samsung,13524,4.2,Samsung home appliances product with premium features.,Seller_206,Delhi,West Bengal,376,59
P07804,Philips Home Appliance Model 1923,Home Appliances,Philips,24789,4,Philips home appliances product with premium features.,Seller_294,Mumbai,Tamil Nadu,84,29
P07805,JBL Electronic Model 4498,Electronics,JBL,9910,4.7,JBL electronics product with premium features.,Seller_223,Pune,West Bengal,262,28
P07806,Roadster Clothin Model 8983,Clothing,Roadster,148822,3.9,Roadster clothing product with premium features.,Seller_325,Bengaluru,Karnataka,330,39
P07807,Apple Mobile Model 5261,Mobiles,Apple,144108,3.6,Apple mobiles product with premium features.,Seller_434,Pune,Karnataka,312,46
P07808,JBL Electronic Model 3035,Electronics,JBL,132342,4,JBL electronics product with premium features.,Seller_475,Ahmedabad,West Bengal,173,55
P07809,Puma Footwea Model 3827,Footwear,Puma,136805,3.8,Puma footwear product with premium features.,Seller_287,Mumbai,Karnataka,496,43
P07810,Sony Electronic Model 9794,Electronics,Sony,34406,4.3,Sony electronics product with premium features.,Seller_418,Mumbai,Gujarat,407,25
P07811,Sony Electronic Model 8102,Electronics,Sony,53702,3.4,Sony electronics product with premium features.,Seller_89,Kolkata,West Bengal,155,6
P07812,LG Home Appliance Model 9941,Home Appliances,LG,78737,3.6,LG home appliances product with premium features.,Seller_288,Pune,Gujarat,494,18
P07813,Apple Mobile Model 4960,Mobiles,Apple,37123,4.6,Apple mobiles product with premium features.,Seller_120,Chennai,Tamil Nadu,297,13
P07814,Samsung Home Appliance Model 1624,Home Appliances,Samsung,83049,4,Samsung home appliances product with premium features.,Seller_343,Kolkata,Gujarat,474,32
P07815,JBL Electronic Model 8796,Electronics,JBL,43073,4.1,JBL electronics product with premium features.,Seller_222,Mumbai,Gujarat,85,1
P07816,Levis Clothin Model 8464,Clothing,Levis,117570,3.1,Levis clothing product with premium features.,Seller_62,Pune,Telangana,80,36
P07817,Puma Footwea Model 2593,Footwear,Puma,17518,4.3,Puma footwear product with premium features.,Seller_403,Delhi,Gujarat,77,45
P07818,Adidas Footwea Model 4235,Footwear,Adidas,76433,3.4,Adidas footwear product with premium features.,Seller_213,Delhi,Gujarat,312,19
P07819,Boat Electronic Model 7044,Electronics,Boat,110046,4.8,Boat electronics product with premium features.,Seller_134,Chennai,Telangana,451,53
P07820,Nike Footwea Model 3207,Footwear,Nike,115742,4.9,Nike footwear product with premium features.,Seller_226,Pune,Maharashtra,422,6
P07821,Whirlpool Home Appliance Model 6081,Home Appliances,Whirlpool,127066,4.6,Whirlpool home appliances product with premium features.,Seller_181,Bengaluru,Tamil Nadu,450,67
P07822,Sony Electronic Model 5714,Electronics,Sony,119078,4.1,Sony electronics product with premium features.,Seller_353,Bengaluru,Telangana,47,13
P07823,Nike Footwea Model 9214,Footwear,Nike,92166,4.7,Nike footwear product with premium features.,Seller_357,Kolkata,Tamil Nadu,54,8
P07824,Noise Electronic Model 9053,Electronics,Noise,21501,4,Noise electronics product with premium features.,Seller_250,Chennai,Gujarat,258,11
P07825,Roadster Clothin Model 9759,Clothing,Roadster,31644,4.1,Roadster clothing product with premium features.,Seller_463,Kolkata,Delhi,120,26
P07826,Puma Footwea Model 1034,Footwear,Puma,132277,4.3,Puma footwear product with premium features.,Seller_35,Chennai,Telangana,40,44
P07827,Adidas Footwea Model 1839,Footwear,Adidas,2807,4.9,Adidas footwear product with premium features.,Seller_425,Pune,Karnataka,462,62
P07828,Boat Electronic Model 9459,Electronics,Boat,76686,3.1,Boat electronics product with premium features.,Seller_336,Chennai,Telangana,264,43
P07829,LG Home Appliance Model 1002,Home Appliances,LG,51073,4.8,LG home appliances product with premium features.,Seller_472,Pune,Tamil Nadu,477,53
P07830,Realme Mobile Model 7030,Mobiles,Realme,54105,4.2,Realme mobiles product with premium features.,Seller_28,Delhi,Gujarat,440,58
P07831,JBL Electronic Model 2940,Electronics,JBL,57245,3.9,JBL electronics product with premium features.,Seller_494,Bengaluru,Telangana,332,54
P07832,Dell Laptop Model 1913,Laptops,Dell,72404,3.9,Dell laptops product with premium features.,Seller_48,Delhi,Telangana,350,2
P07833,JBL Electronic Model 6766,Electronics,JBL,41429,5,JBL electronics product with premium features.,Seller_66,Kolkata,Telangana,301,20
P07834,Asus Laptop Model 2295,Laptops,Asus,13983,5,Asus laptops product with premium features.,Seller_119,Hyderabad,Delhi,444,13
P07835,Roadster Clothin Model 8280,Clothing,Roadster,114892,3.5,Roadster clothing product with premium features.,Seller_76,Kolkata,Delhi,257,14
P07836,Apple Mobile Model 392,Mobiles,Apple,53286,3.2,Apple mobiles product with premium features.,Seller_201,Chennai,Delhi,186,8
P07837,Lenovo Laptop Model 8366,Laptops,Lenovo,49237,4.3,Lenovo laptops product with premium features.,Seller_128,Ahmedabad,West Bengal,144,57
P07838,Samsung Home Appliance Model 4966,Home Appliances,Samsung,87140,4.4,Samsung home appliances product with premium features.,Seller_458,Mumbai,Tamil Nadu,266,63
P07839,LG Home Appliance Model 3648,Home Appliances,LG,56228,4.1,LG home appliances product with premium features.,Seller_404,Ahmedabad,Delhi,101,16
P07840,Samsung Home Appliance Model 3787,Home Appliances,Samsung,48294,4.4,Samsung home appliances product with premium features.,Seller_432,Ahmedabad,Karnataka,156,11
P07841,Acer Laptop Model 7837,Laptops,Acer,13287,3.7,Acer laptops product with premium features.,Seller_164,Hyderabad,Gujarat,144,3
P07842,Allen Solly Clothin Model 8067,Clothing,Allen Solly,84961,3.7,Allen Solly clothing product with premium features.,Seller_94,Hyderabad,Maharashtra,471,25
P07843,Nike Footwea Model 7912,Footwear,Nike,9267,4.6,Nike footwear product with premium features.,Seller_81,Hyderabad,Tamil Nadu,314,15
P07844,Puma Clothin Model 306,Clothing,Puma,123435,4.7,Puma clothing product with premium features.,Seller_242,Ahmedabad,Tamil Nadu,289,53
P07845,Puma Footwea Model 3437,Footwear,Puma,100620,4.8,Puma footwear product with premium features.,Seller_1,Hyderabad,Gujarat,397,40
P07846,Allen Solly Clothin Model 8260,Clothing,Allen Solly,74213,3.3,Allen Solly clothing product with premium features.,Seller_442,Chennai,Delhi,238,27
P07847,Adidas Footwea Model 2822,Footwear,Adidas,104236,4.7,Adidas footwear product with premium features.,Seller_353,Chennai,Delhi,230,18
P07848,Allen Solly Clothin Model 4588,Clothing,Allen Solly,149566,4.9,Allen Solly clothing product with premium features.,Seller_371,Mumbai,Delhi,469,20
P07849,Puma Footwea Model 1297,Footwear,Puma,76347,4.3,Puma footwear product with premium features.,Seller_327,Bengaluru,Telangana,305,20
P07850,Samsung Mobile Model 9599,Mobiles,Samsung,25569,4.6,Samsung mobiles product with premium features.,Seller_178,Chennai,Delhi,442,39
P07851,Boat Electronic Model 2302,Electronics,Boat,127299,4.8,Boat electronics product with premium features.,Seller_261,Chennai,Delhi,259,60
P07852,OnePlus Mobile Model 4359,Mobiles,OnePlus,9506,3.2,OnePlus mobiles product with premium features.,Seller_442,Ahmedabad,Karnataka,283,50
P07853,Adidas Footwea Model 7119,Footwear,Adidas,58659,4.8,Adidas footwear product with premium features.,Seller_195,Delhi,Karnataka,203,8
P07854,Realme Mobile Model 9462,Mobiles,Realme,64171,3.2,Realme mobiles product with premium features.,Seller_465,Pune,Karnataka,341,38
P07855,Puma Footwea Model 520,Footwear,Puma,86176,3.1,Puma footwear product with premium features.,Seller_379,Chennai,Gujarat,52,42
P07856,Whirlpool Home Appliance Model 309,Home Appliances,Whirlpool,107553,4.5,Whirlpool home appliances product with premium features.,Seller_125,Chennai,Telangana,324,20
P07857,Nike Footwea Model 6411,Footwear,Nike,20071,3,Nike footwear product with premium features.,Seller_186,Pune,Maharashtra,394,12
P07858,Nike Footwea Model 6052,Footwear,Nike,64428,3.9,Nike footwear product with premium features.,Seller_285,Mumbai,Telangana,247,33
P07859,Apple Mobile Model 9238,Mobiles,Apple,137785,3.6,Apple mobiles product with premium features.,Seller_296,Ahmedabad,Karnataka,336,27
P07860,Vivo Mobile Model 2024,Mobiles,Vivo,95336,4.5,Vivo mobiles product with premium features.,Seller_149,Chennai,West Bengal,32,53
P07861,Levis Clothin Model 4097,Clothing,Levis,138899,3.3,Levis clothing product with premium features.,Seller_274,Bengaluru,Telangana,432,59
P07862,Samsung Mobile Model 9817,Mobiles,Samsung,119605,3.5,Samsung mobiles product with premium features.,Seller_54,Kolkata,Tamil Nadu,401,17
P07863,Philips Home Appliance Model 5876,Home Appliances,Philips,128629,4.9,Philips home appliances product with premium features.,Seller_301,Ahmedabad,Gujarat,95,24
P07864,Vivo Mobile Model 7294,Mobiles,Vivo,89685,4.4,Vivo mobiles product with premium features.,Seller_178,Ahmedabad,Gujarat,281,52
P07865,Boat Electronic Model 6318,Electronics,Boat,83305,4.7,Boat electronics product with premium features.,Seller_130,Mumbai,West Bengal,409,25
P07866,Samsung Mobile Model 3447,Mobiles,Samsung,42502,3.3,Samsung mobiles product with premium features.,Seller_209,Hyderabad,Telangana,91,2
P07867,Bata Footwea Model 8097,Footwear,Bata,45383,4.2,Bata footwear product with premium features.,Seller_257,Bengaluru,Telangana,399,10
P07868,Whirlpool Home Appliance Model 1449,Home Appliances,Whirlpool,7892,3.4,Whirlpool home appliances product with premium features.,Seller_258,Delhi,Tamil Nadu,206,25
P07869,Boat Electronic Model 2994,Electronics,Boat,114484,3.6,Boat electronics product with premium features.,Seller_306,Delhi,Gujarat,449,6
P07870,HP Laptop Model 5776,Laptops,HP,28427,4.3,HP laptops product with premium features.,Seller_83,Delhi,West Bengal,220,40
P07871,Boat Electronic Model 7336,Electronics,Boat,121603,3.3,Boat electronics product with premium features.,Seller_491,Delhi,Karnataka,239,67
P07872,Asus Laptop Model 3935,Laptops,Asus,109192,4.1,Asus laptops product with premium features.,Seller_66,Bengaluru,Maharashtra,166,28
P07873,Lenovo Laptop Model 2367,Laptops,Lenovo,111871,3.1,Lenovo laptops product with premium features.,Seller_36,Mumbai,Tamil Nadu,327,13
P07874,Dell Laptop Model 371,Laptops,Dell,126170,3.4,Dell laptops product with premium features.,Seller_270,Pune,Gujarat,39,18
P07875,HP Laptop Model 2331,Laptops,HP,69482,4.3,HP laptops product with premium features.,Seller_383,Kolkata,Karnataka,483,16
P07876,Samsung Mobile Model 1368,Mobiles,Samsung,8618,3.9,Samsung mobiles product with premium features.,Seller_328,Hyderabad,Karnataka,91,6
P07877,JBL Electronic Model 939,Electronics,JBL,9325,4.2,JBL electronics product with premium features.,Seller_296,Mumbai,Maharashtra,311,59
P07878,Realme Mobile Model 8364,Mobiles,Realme,7672,4,Realme mobiles product with premium features.,Seller_191,Mumbai,Maharashtra,497,8
P07879,Puma Clothin Model 5060,Clothing,Puma,28421,3.3,Puma clothing product with premium features.,Seller_83,Chennai,Maharashtra,429,9
P07880,Xiaomi Mobile Model 8352,Mobiles,Xiaomi,119736,4.6,Xiaomi mobiles product with premium features.,Seller_478,Chennai,Maharashtra,266,23
P07881,Bata Footwea Model 780,Footwear,Bata,51447,4.1,Bata footwear product with premium features.,Seller_302,Ahmedabad,Delhi,285,1
P07882,Nike Footwea Model 4757,Footwear,Nike,63374,4,Nike footwear product with premium features.,Seller_458,Mumbai,Tamil Nadu,47,4
P07883,Allen Solly Clothin Model 1915,Clothing,Allen Solly,79726,3.2,Allen Solly clothing product with premium features.,Seller_196,Mumbai,Gujarat,253,40
P07884,Nike Footwea Model 790,Footwear,Nike,148678,3.7,Nike footwear product with premium features.,Seller_117,Hyderabad,Tamil Nadu,370,30
P07885,Roadster Clothin Model 1171,Clothing,Roadster,42030,3.9,Roadster clothing product with premium features.,Seller_449,Bengaluru,Telangana,381,23
P07886,Wrogn Clothin Model 1016,Clothing,Wrogn,93088,3.4,Wrogn clothing product with premium features.,Seller_118,Bengaluru,West Bengal,338,39
P07887,Puma Footwea Model 321,Footwear,Puma,18655,4.8,Puma footwear product with premium features.,Seller_282,Bengaluru,Karnataka,374,53
P07888,Asus Laptop Model 4525,Laptops,Asus,9498,5,Asus laptops product with premium features.,Seller_480,Chennai,Tamil Nadu,481,42
P07889,LG Home Appliance Model 1744,Home Appliances,LG,143256,3.7,LG home appliances product with premium features.,Seller_231,Ahmedabad,Maharashtra,241,2
P07890,Bata Footwea Model 6012,Footwear,Bata,124124,3.9,Bata footwear product with premium features.,Seller_460,Kolkata,Delhi,466,59
P07891,Samsung Mobile Model 6488,Mobiles,Samsung,27408,4.9,Samsung mobiles product with premium features.,Seller_146,Delhi,Gujarat,389,4
P07892,HP Laptop Model 7845,Laptops,HP,54498,4.8,HP laptops product with premium features.,Seller_376,Chennai,Delhi,287,49
P07893,Samsung Home Appliance Model 8301,Home Appliances,Samsung,17468,3.6,Samsung home appliances product with premium features.,Seller_425,Ahmedabad,Tamil Nadu,10,1
P07894,Noise Electronic Model 9296,Electronics,Noise,100997,4.8,Noise electronics product with premium features.,Seller_471,Kolkata,Tamil Nadu,0,7
P07895,Whirlpool Home Appliance Model 4120,Home Appliances,Whirlpool,68617,4.4,Whirlpool home appliances product with premium features.,Seller_168,Chennai,Maharashtra,382,56
P07896,Roadster Clothin Model 1729,Clothing,Roadster,68068,3.6,Roadster clothing product with premium features.,Seller_157,Bengaluru,Gujarat,302,33
P07897,Wrogn Clothin Model 9965,Clothing,Wrogn,44376,3.8,Wrogn clothing product with premium features.,Seller_90,Kolkata,Gujarat,110,44
P07898,Apple Mobile Model 8657,Mobiles,Apple,28489,4.4,Apple mobiles product with premium features.,Seller_117,Bengaluru,Delhi,143,38
P07899,Realme Mobile Model 5624,Mobiles,Realme,47558,4.1,Realme mobiles product with premium features.,Seller_433,Delhi,Telangana,236,60
P07900,Noise Electronic Model 1558,Electronics,Noise,50162,3.7,Noise electronics product with premium features.,Seller_317,Kolkata,Maharashtra,469,50
P07901,Samsung Mobile Model 1425,Mobiles,Samsung,54046,3.2,Samsung mobiles product with premium features.,Seller_125,Ahmedabad,Tamil Nadu,227,8
P07902,Philips Home Appliance Model 7656,Home Appliances,Philips,137787,4.3,Philips home appliances product with premium features.,Seller_297,Delhi,Tamil Nadu,437,30
P07903,Apple Mobile Model 1042,Mobiles,Apple,118443,4.9,Apple mobiles product with premium features.,Seller_73,Chennai,Tamil Nadu,152,6
P07904,Apple Mobile Model 187,Mobiles,Apple,108995,4.9,Apple mobiles product with premium features.,Seller_325,Chennai,Maharashtra,299,34
P07905,Bata Footwea Model 6568,Footwear,Bata,1279,3.7,Bata footwear product with premium features.,Seller_469,Pune,Telangana,264,3
P07906,Lenovo Laptop Model 6156,Laptops,Lenovo,41305,4.7,Lenovo laptops product with premium features.,Seller_267,Ahmedabad,Delhi,235,33
P07907,OnePlus Mobile Model 281,Mobiles,OnePlus,69266,4.8,OnePlus mobiles product with premium features.,Seller_298,Pune,Delhi,137,15
P07908,Nike Footwea Model 8223,Footwear,Nike,117684,5,Nike footwear product with premium features.,Seller_98,Ahmedabad,Tamil Nadu,324,56
P07909,HP Laptop Model 9409,Laptops,HP,4202,3.7,HP laptops product with premium features.,Seller_115,Bengaluru,Gujarat,28,14
P07910,Sony Electronic Model 5501,Electronics,Sony,32887,4.7,Sony electronics product with premium features.,Seller_270,Kolkata,Karnataka,229,2
P07911,Roadster Clothin Model 6206,Clothing,Roadster,83530,3.1,Roadster clothing product with premium features.,Seller_105,Mumbai,Delhi,399,57
P07912,JBL Electronic Model 4535,Electronics,JBL,128355,3.2,JBL electronics product with premium features.,Seller_177,Kolkata,Karnataka,26,27
P07913,Nike Footwea Model 5399,Footwear,Nike,8429,3,Nike footwear product with premium features.,Seller_132,Bengaluru,Tamil Nadu,76,55
P07914,Samsung Home Appliance Model 1004,Home Appliances,Samsung,21764,3.3,Samsung home appliances product with premium features.,Seller_74,Mumbai,Karnataka,413,18
P07915,Adidas Footwea Model 886,Footwear,Adidas,127114,4.3,Adidas footwear product with premium features.,Seller_348,Kolkata,West Bengal,241,46
P07916,Noise Electronic Model 5228,Electronics,Noise,121527,3.2,Noise electronics product with premium features.,Seller_388,Kolkata,Tamil Nadu,402,57
P07917,Lenovo Laptop Model 357,Laptops,Lenovo,7409,3.9,Lenovo laptops product with premium features.,Seller_305,Ahmedabad,Delhi,216,43
P07918,Philips Home Appliance Model 9648,Home Appliances,Philips,68710,4.2,Philips home appliances product with premium features.,Seller_76,Bengaluru,Maharashtra,323,44
P07919,Samsung Mobile Model 230,Mobiles,Samsung,146508,3.2,Samsung mobiles product with premium features.,Seller_253,Bengaluru,Maharashtra,116,42
P07920,Nike Footwea Model 1063,Footwear,Nike,51969,4.4,Nike footwear product with premium features.,Seller_210,Kolkata,West Bengal,56,61
P07921,Puma Footwea Model 8408,Footwear,Puma,133272,3.2,Puma footwear product with premium features.,Seller_401,Bengaluru,Gujarat,238,48
P07922,OnePlus Mobile Model 1209,Mobiles,OnePlus,118439,3.2,OnePlus mobiles product with premium features.,Seller_488,Chennai,Karnataka,352,7
P07923,Puma Footwea Model 8961,Footwear,Puma,69929,4.1,Puma footwear product with premium features.,Seller_313,Mumbai,Gujarat,343,61
P07924,Samsung Home Appliance Model 6965,Home Appliances,Samsung,70039,4.9,Samsung home appliances product with premium features.,Seller_402,Bengaluru,Karnataka,476,34
P07925,Levis Clothin Model 4598,Clothing,Levis,16401,3.4,Levis clothing product with premium features.,Seller_265,Chennai,West Bengal,500,40
P07926,LG Home Appliance Model 1025,Home Appliances,LG,134312,3.9,LG home appliances product with premium features.,Seller_56,Ahmedabad,Karnataka,424,55
P07927,Adidas Footwea Model 5235,Footwear,Adidas,128709,4.2,Adidas footwear product with premium features.,Seller_432,Bengaluru,Gujarat,379,64
P07928,Apple Mobile Model 7048,Mobiles,Apple,136564,3.4,Apple mobiles product with premium features.,Seller_32,Pune,Telangana,492,26
P07929,Philips Home Appliance Model 5489,Home Appliances,Philips,76285,3.5,Philips home appliances product with premium features.,Seller_2,Mumbai,Maharashtra,67,50
P07930,Samsung Home Appliance Model 8702,Home Appliances,Samsung,120629,4.3,Samsung home appliances product with premium features.,Seller_69,Hyderabad,Tamil Nadu,471,56
P07931,Nike Footwea Model 3689,Footwear,Nike,81640,4.6,Nike footwear product with premium features.,Seller_254,Ahmedabad,West Bengal,348,48
P07932,Samsung Mobile Model 3734,Mobiles,Samsung,27000,3,Samsung mobiles product with premium features.,Seller_320,Kolkata,Delhi,133,46
P07933,HP Laptop Model 2120,Laptops,HP,82620,4.5,HP laptops product with premium features.,Seller_55,Delhi,Gujarat,199,42
P07934,Dell Laptop Model 7570,Laptops,Dell,30953,4.4,Dell laptops product with premium features.,Seller_207,Hyderabad,Telangana,216,55
P07935,Wrogn Clothin Model 6099,Clothing,Wrogn,142311,3.5,Wrogn clothing product with premium features.,Seller_146,Delhi,West Bengal,365,10
P07936,Boat Electronic Model 3622,Electronics,Boat,116305,3.5,Boat electronics product with premium features.,Seller_482,Ahmedabad,Delhi,217,38
P07937,Wrogn Clothin Model 8221,Clothing,Wrogn,19612,3.3,Wrogn clothing product with premium features.,Seller_41,Delhi,Karnataka,311,70
P07938,Noise Electronic Model 7187,Electronics,Noise,79158,3.1,Noise electronics product with premium features.,Seller_181,Ahmedabad,Gujarat,443,17
P07939,Vivo Mobile Model 4163,Mobiles,Vivo,17432,4.4,Vivo mobiles product with premium features.,Seller_319,Mumbai,Delhi,298,48
P07940,Samsung Home Appliance Model 9781,Home Appliances,Samsung,12842,3.3,Samsung home appliances product with premium features.,Seller_410,Delhi,Tamil Nadu,231,55
P07941,Adidas Footwea Model 3027,Footwear,Adidas,4586,4,Adidas footwear product with premium features.,Seller_489,Mumbai,Gujarat,471,9
P07942,Lenovo Laptop Model 554,Laptops,Lenovo,59939,3.4,Lenovo laptops product with premium features.,Seller_212,Hyderabad,Gujarat,311,36
P07943,Samsung Home Appliance Model 8203,Home Appliances,Samsung,147239,3.4,Samsung home appliances product with premium features.,Seller_244,Ahmedabad,Karnataka,151,62
P07944,Dell Laptop Model 4849,Laptops,Dell,87265,3.9,Dell laptops product with premium features.,Seller_487,Chennai,Gujarat,187,34
P07945,Philips Home Appliance Model 8948,Home Appliances,Philips,66633,4,Philips home appliances product with premium features.,Seller_234,Kolkata,Maharashtra,133,8
P07946,Sony Electronic Model 9003,Electronics,Sony,24618,4,Sony electronics product with premium features.,Seller_57,Ahmedabad,Maharashtra,197,36
P07947,Allen Solly Clothin Model 3135,Clothing,Allen Solly,147359,3.4,Allen Solly clothing product with premium features.,Seller_194,Bengaluru,Gujarat,88,34
P07948,Nike Footwea Model 281,Footwear,Nike,81636,3.3,Nike footwear product with premium features.,Seller_349,Chennai,Karnataka,481,34
P07949,Nike Footwea Model 2807,Footwear,Nike,13314,3.1,Nike footwear product with premium features.,Seller_119,Mumbai,Telangana,284,5
P07950,LG Home Appliance Model 6336,Home Appliances,LG,147272,3.4,LG home appliances product with premium features.,Seller_73,Bengaluru,Tamil Nadu,324,60
P07951,Noise Electronic Model 6518,Electronics,Noise,126619,4.9,Noise electronics product with premium features.,Seller_102,Delhi,Tamil Nadu,290,68
P07952,Acer Laptop Model 1756,Laptops,Acer,144735,4,Acer laptops product with premium features.,Seller_175,Pune,Karnataka,257,67
P07953,Puma Clothin Model 9664,Clothing,Puma,81518,4,Puma clothing product with premium features.,Seller_142,Kolkata,Gujarat,151,14
P07954,Apple Mobile Model 8650,Mobiles,Apple,1351,4.7,Apple mobiles product with premium features.,Seller_372,Hyderabad,Telangana,231,5
P07955,Boat Electronic Model 7024,Electronics,Boat,28367,4.5,Boat electronics product with premium features.,Seller_309,Bengaluru,Tamil Nadu,406,33
P07956,Adidas Footwea Model 8475,Footwear,Adidas,19419,3.1,Adidas footwear product with premium features.,Seller_354,Kolkata,Delhi,255,0
P07957,Noise Electronic Model 2853,Electronics,Noise,18778,4.1,Noise electronics product with premium features.,Seller_19,Delhi,Delhi,201,8
P07958,Adidas Footwea Model 5125,Footwear,Adidas,12362,3.7,Adidas footwear product with premium features.,Seller_200,Hyderabad,Tamil Nadu,259,41
